#OTU ID	OTU_8	OTU_1	OTU_5	OTU_2	OTU_6	OTU_11	OTU_4	OTU_71	OTU_69	OTU_12	OTU_14	OTU_3	OTU_27	OTU_10	OTU_66	OTU_19	OTU_7	OTU_9	OTU_70	OTU_25	OTU_16	OTU_52	OTU_23	OTU_45	OTU_21	OTU_50	OTU_36	OTU_13	OTU_20	OTU_31	OTU_15	OTU_51	OTU_33	OTU_49	OTU_53	OTU_26	OTU_34	OTU_18	OTU_22	OTU_17	OTU_42	OTU_24	OTU_40	OTU_65	OTU_32	OTU_37	OTU_44	OTU_28	OTU_35	OTU_46	OTU_61
183	0.109565943239	0.263939899833	0.0432053422371	5.00834724541e-05	0.0259098497496	0.0	0.0615191986644	0.0044407345576	0.00377295492487	1.6694490818e-05	0.000701168614357	0.226377295492	0.0	0.0159432387312	0.0	0.0	0.157045075125	0.0742070116861	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.33889816361e-05	0.0132387312187	0.0	1.6694490818e-05	0.0	0.0	1.6694490818e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
184	0.00133032657895	0.441700871202	0.079349113386	0.000275799412709	0.0182514317234	0.0	0.0425380035367	0.00468859001606	0.00394230925226	0.0	0.0176349389185	0.286555589805	0.0	0.014211781502	1.62234948653e-05	0.0	0.00222261879654	0.0871526144162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000129787958922	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
185	2.73590325846e-05	0.410850592323	0.0740061831414	0.000123115646631	0.0134196054828	2.73590325846e-05	0.0573855708462	0.00499302344669	0.00450056086017	0.0	0.0228995102733	0.229993707423	0.0	0.0409701512955	1.36795162923e-05	0.0	0.000232551776969	0.140543350387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.36795162923e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
186	3.06316240887e-05	0.351911413343	0.076655639282	0.0	0.017260920174	0.0	0.0586289285058	0.00326226796545	0.00292532010047	0.0	0.00761195858604	0.23764013968	1.53158120444e-05	0.0737150033695	3.06316240887e-05	0.0	0.000214421368621	0.170082092753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.53158120444e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
187	7.948999221e-05	0.376083051144	0.0845296577161	0.0	0.0344350646254	0.0	0.0512869429739	0.00364064164322	0.00281394572423	0.0	0.00963418705585	0.265925819939	1.5897998442e-05	0.0498243271172	1.5897998442e-05	3.1795996884e-05	1.5897998442e-05	0.121587892084	0.0	0.0	1.5897998442e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5897998442e-05	0.0	0.0	1.5897998442e-05	1.5897998442e-05	1.5897998442e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
188	0.000107176213005	0.368869903388	0.0730482446067	0.00042870485202	0.00938557408173	0.0	0.0528531838991	0.00339901704102	0.00353681502917	0.0	0.0314944957359	0.301302956532	0.0	0.0368686172737	1.53108875722e-05	3.06217751443e-05	1.53108875722e-05	0.118613446021	0.0	0.0	0.0	0.0	0.0	0.0	1.53108875722e-05	0.0	0.0	1.53108875722e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
190	5.59550121702e-05	0.391489242649	0.073301065943	0.000139887530426	0.0105754973002	2.79775060851e-05	0.0702235402736	0.00486808605881	0.00363707579106	0.0	0.0301597515597	0.237557004169	0.0	0.0332932322413	0.000195842542596	2.79775060851e-05	5.59550121702e-05	0.144279998881	2.79775060851e-05	0.0	2.79775060851e-05	0.0	0.0	0.0	2.79775060851e-05	0.0	0.0	2.79775060851e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
191	4.51202454541e-05	0.42107717066	0.074974807863	0.0	0.0103475762908	0.0	0.0671539653176	0.0064973153454	0.00539938937268	1.5040081818e-05	0.0333589014724	0.254282663298	0.0	0.029674081427	6.01603272722e-05	0.0	0.0	0.0970686880537	0.0	0.0	1.5040081818e-05	0.0	0.0	0.0	0.0	0.0	3.00801636361e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
192	1.69488652735e-05	0.432958763411	0.0834731614718	0.0	0.0101862680294	0.0	0.079269842884	0.00567786986661	0.00540668802224	0.0	0.0271012355723	0.24731784207	0.0	0.0175590244233	0.0	0.0	1.69488652735e-05	0.0909306621922	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.69488652735e-05	1.69488652735e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.69488652735e-05	1.69488652735e-05	0.0	1.69488652735e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
193	0.0842986453982	0.300591847069	0.0545005696924	0.000269021395113	0.0350519053045	0.0	0.0516521078618	0.00305418407393	0.00261109001139	0.0	0.000933662488923	0.276348271933	0.0	0.025794404355	3.16495758957e-05	1.58247879478e-05	0.0707209773389	0.0811020382327	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.58247879478e-05	0.0	0.0	0.0129763261172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.58247879478e-05	0.0	1.58247879478e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
194	0.075039832788	0.324829961109	0.0568452431942	0.000171323819151	0.0349329267248	0.0	0.0512772190718	0.00412890404153	0.00286110777981	1.71323819151e-05	0.000513971457452	0.245010193767	0.0	0.0123867121246	1.71323819151e-05	0.0	0.125717418493	0.0569309051037	0.0	0.0	1.71323819151e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00926861861605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.71323819151e-05	1.71323819151e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
195	0.0723108513663	0.269609856263	0.0578265676828	9.47717580161e-05	0.0424261570052	0.0	0.0736850418575	0.00424893381772	0.00368030326963	4.73858790081e-05	0.000947717580161	0.154083083241	1.57952930027e-05	0.0250829252883	0.0	3.15905860054e-05	0.203727689149	0.0737324277365	0.0	1.57952930027e-05	3.15905860054e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.57952930027e-05	0.0	0.0182751540041	0.0	0.0	0.0	1.57952930027e-05	0.0	0.0	0.0	0.0	3.15905860054e-05	0.0	0.0	1.57952930027e-05	1.57952930027e-05	0.0	0.0	1.57952930027e-05	1.57952930027e-05	0.0	0.0	0.0
196	0.0667824190331	0.288524731306	0.0412547173872	1.43494669173e-05	0.0255707500466	2.86989338346e-05	0.0590624058316	0.00278379658196	0.00281249551579	0.0	0.00189412963308	0.239923086857	1.43494669173e-05	0.0228730502662	1.43494669173e-05	0.0	0.152348290261	0.0830547145174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.43494669173e-05	0.0	0.0	0.0	0.0	0.0130293159609	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
197	0.0565992523723	0.26864276814	0.0486557078501	0.000155755774945	0.0254241349564	1.19812134573e-05	0.0672984759896	0.00667353589572	0.00440908655229	0.0	0.00135387712067	0.186343812901	0.0	0.0156834084156	0.0	0.0	0.242068436691	0.0609124892169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0157552956963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.19812134573e-05
198	0.0464932896283	0.223374976807	0.125595274909	0.280552291422	0.0932185045457	0.0432617972664	0.175242748469	0.00774630465706	0.00409734677469	0.0	0.0	0.000201001917249	0.0	1.54616859422e-05	0.0	0.0	0.000185540231307	1.54616859422e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
199	0.0570922915574	0.232957524908	0.101560041951	0.240298898794	0.0885422128998	0.0329706345045	0.228762454116	0.0103565810173	0.00721027792344	0.0	0.0	0.000144205558469	0.0	2.62191924489e-05	0.0	0.0	6.55479811222e-05	0.0	0.0	1.31095962244e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
200	0.116881544701	0.27088755725	0.0444283033715	0.000201763412223	0.0250388394569	2.01763412223e-05	0.0581482154026	0.00399491556201	0.00365191776123	0.0	0.00421685531546	0.201339709057	0.0	0.0141234388556	0.0	0.0	0.155620119847	0.0777797954119	0.0	4.03526824446e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.03526824446e-05	0.0	0.0235861428888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
201	2.32853267513e-05	0.373776065013	0.0804158759358	0.000128069297132	0.0177084909944	3.4927990127e-05	0.0634758007242	0.00300380715092	0.00291066584392	0.0	0.00592611565822	0.235659149387	0.0	0.0621834650895	0.0	0.0	4.65706535027e-05	0.154661140282	0.0	0.0	0.0	0.0	0.0	1.16426633757e-05	0.0	0.0	0.0	1.16426633757e-05	0.0	0.0	1.16426633757e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.16426633757e-05	0.0	0.0
202	8.85151582208e-05	0.310998008409	0.0643947776057	0.000464704580659	0.0196282363355	6.63863686656e-05	0.146846647488	0.00473556096482	0.00407169727816	0.0	0.0031644169064	0.399756583315	0.0	0.0208010621819	0.0	0.0	0.000110643947776	0.0248506306705	0.0	0.0	2.21287895552e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
203	0.0594045256054	0.256673283049	0.110980547836	0.249845176657	0.0964827312426	0.0457959507741	0.157522826518	0.00592298531163	0.00374751885669	0.0133703850734	0.0	9.52759031362e-05	0.0	1.58793171894e-05	0.0	0.0	7.93965859468e-05	4.76379515681e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.58793171894e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
204	0.0646960816399	0.199607271429	0.075525869507	0.317797744786	0.109011930618	0.0458183332837	0.142899645949	0.00496861146648	0.0032727380917	0.0360149950909	0.0	0.000252893397995	1.4876082235e-05	0.0	0.0	0.0	8.92564934099e-05	2.975216447e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
205	0.0495094833224	0.262119032047	0.10837148463	0.280693263571	0.0885022890778	0.0453368214519	0.149653368215	0.0056245912361	0.0031654676259	0.00660562459124	0.0	0.000117724002616	0.000117724002616	0.0	0.0	3.92413342054e-05	2.61608894702e-05	0.0	3.92413342054e-05	1.30804447351e-05	1.30804447351e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.30804447351e-05	0.0	0.0	0.0	1.30804447351e-05	1.30804447351e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.30804447351e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
206	0.052170612793	0.2570431787	0.114705281289	0.182626339299	0.104618573556	0.0446092313082	0.203865354859	0.00732782529997	0.00426240037369	0.0283186874142	0.0	0.000175167138645	0.000145972615537	1.45972615537e-05	0.0	0.0	8.75835693224e-05	1.45972615537e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.45972615537e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
207	0.0459873760144	0.195127639066	0.151721028575	0.319766176425	0.0905289014645	0.0460962034763	0.140869375952	0.00463294051802	0.00262740586425	0.00197444109325	1.55467802618e-05	6.21871210472e-05	0.000450856627592	0.0	0.0	1.55467802618e-05	1.55467802618e-05	6.21871210472e-05	0.0	1.55467802618e-05	1.55467802618e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.55467802618e-05	0.0
208	0.048554807384	0.215000076344	0.0826653230116	0.330355915899	0.0762066175011	0.0438520147191	0.188646114852	0.00842838165911	0.00543569541783	3.05376147069e-05	0.0	0.000519139450018	0.0	3.05376147069e-05	1.52688073535e-05	3.05376147069e-05	4.58064220604e-05	6.10752294138e-05	1.52688073535e-05	1.52688073535e-05	0.0	0.0	0.0	0.0	1.52688073535e-05	0.0	0.0	0.0	0.0	0.0	1.52688073535e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.52688073535e-05	0.0	0.0	1.52688073535e-05	1.52688073535e-05	0.0	0.0	0.0	1.52688073535e-05	0.0
taxonomy	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__producta	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__caccae	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus; s__	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__uniformis	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__; s__	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__reuteri	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Collinsella; s__aerofaciens	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__gnavus	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__; s__	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__; s__	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; s__formicigenerans	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Candidatus Arthromitus; s__	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Dehalobacteriaceae; g__Dehalobacterium; s__	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__perfringens	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__gnavus	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
